UserId;FullName;BirthDate;PhoneNumber;Email;AddressDelivery;Passwords;ShopeeCoins;;;;;;
US10014;Trương Vinh;12/08/1999;923436571;truongvinh14@gmail.com;Số 24 Hai Bà Trưng, Phú Nhuận, TP.HCM;f4ca7e4337d0d39b10c6e065d348bc0b5230b5eefc6b38ced7127ef58d2445c2;31000;;;;;;
US10015;Đoàn Vinh Thị;22/01/1998;916680473;doanvinhthi15@gmail.com;Số 97 Võ Văn Kiệt, Tân Bình, TP.HCM;050a3c78e805447af5973fe44d8178812d10e098161671f99d2d10f56eca1d0e;37000;;;;;;
US10016;Vương Hiền Thắm Đặng;15/06/1998;965575614;vuonghienthamdang16@gmail.com;Số 104 Hai Bà Trưng, Bình Thạnh, TP.HCM;41f1ca8649f2c08926b96f963463d4e6246109eb218bfa1d7c83b77800b2a4a0;47000;;;;;;
US10017;Đinh Nhung Hoàng;07/03/1969;936805270;dinhnhunghoang17@gmail.com;Số 79 Lê Lợi, Bình Thạnh, TP.HCM;3bba066b2209378d092efd6a7a22a9a39c4dd72d7a8022b64a6be4f9347e7bfa;44000;;;;;;
US10018;Ngô Bùi Hiền Vân;04/11/2006;918779983;ngobuihienvan18@gmail.com;Số 192 Võ Văn Kiệt, Phú Nhuận, TP.HCM;ab4f74580646af63cbc5019266619091b9c1999a0800191a0626c94aa9e0c384;13000;;;;;;
US10019;Hồ Sa Văn;05/08/1989;914797710;hosavan19@gmail.com;Số 136 Nguyễn Huệ, Quận 3, TP.HCM;ca3573ffd0121c815f3af0101d10adf9b20985850feb02e44dc2fa4de70c2894;14000;;;;;;
US10020;Phạm Đào Đào Dương;12/07/1994;945350831;phamdaodaoduong20@gmail.com;Số 15 Điện Biên Phủ, Quận 5, TP.HCM;26c3688aec39e9771d57510241272955a244ebdf23745087463e2ea4618386bf;18000;;;;;;
US10021;Đoàn Hòa;11/05/1966;991486038;doanhoa21@gmail.com;Số 180 Võ Văn Kiệt, Quận 1, TP.HCM;348791c498c615ed244b7c4faadd664d48043403a387f3a9b6b292dcb2524b3a;7000;;;;;;
US10022;Đinh Tâm Khoa;21/12/1991;999848638;dinhtamkhoa22@gmail.com;Số 193 Lê Lợi, Bình Thạnh, TP.HCM;c0053d156084a9f1b22dff60c9d6d475fcd3e022208d7514fb361acef4b7cccb;19000;;;;;;
US10023;Lâm Nam;19/05/1979;995387713;lamnam23@gmail.com;Số 157 Điện Biên Phủ, Phú Nhuận, TP.HCM;f552494587afbabbb8be6408e099deafd14b8f110259305a63c4cd41319d9d5f;33000;;;;;;
US10024;Phạm Tăng Vũ;01/09/1967;937333410;phamtangvu24@gmail.com;Số 145 Nguyễn Huệ, Phú Nhuận, TP.HCM;ef1c10a9ef8daf68181695d2fca481b8bc2866d729212cd59ad3a382d6e12dce;11000;;;;;;
US10025;Đỗ Đức Thi Đức;12/01/1986;949465959;doducthiduc25@gmail.com;Số 54 Võ Văn Kiệt, Tân Bình, TP.HCM;2381cab74808574e02e2d8bab237243e5ae86d88126b2d0dae611081b692ccbc;21000;;;;;;
US10026;Nguyễn Như;25/02/1977;964484757;nguyennhu26@gmail.com;Số 47 Võ Văn Kiệt, Quận 10, TP.HCM;65071a3a6dd140510dd5e14f56f250b5abddec3dc6252897ea4c601f8294df3e;39000;;;;;;
US10027;Bùi Tăng;09/05/1996;971796676;buitang27@gmail.com;Số 177 Điện Biên Phủ, Phú Nhuận, TP.HCM;45a55d25a8213ae564be7ebd1810983f7698a9d4ece2f15659f8e44dc3599e48;19000;;;;;;
US10028;Phùng Hoàng Đặng Trung;29/03/1998;978396206;phunghoangdangtrung28@gmail.com;Số 193 Nguyễn Huệ, Bình Thạnh, TP.HCM;55e419690c287fef379f435de0ca3c7f2d064bc0263dfebe3b8e476a87d40a56;11000;;;;;;
US10029;Đinh Dung;06/11/1978;983227801;dinhdung29@gmail.com;Số 9 Hai Bà Trưng, Quận 3, TP.HCM;ea218a33564429cd0ecf753ddf4256f7bfc17c9d74a9713870d37768ecc95b9d;1000;;;;;;
US10030;Hà Hiền;10/12/1966;963184589;hahien30@gmail.com;Số 89 Nguyễn Huệ, Gò Vấp, TP.HCM;910c8fdf7356943b689a2c3af2f5caffec337a5a2229b43475710b86230573b3;29000;;;;;;
US10031;Vương Triệu;27/12/1983;920793429;vuongtrieu31@gmail.com;Số 153 Lê Lợi, Quận 5, TP.HCM;b01da818785d39a93c23d03aa1be24e18eaf0bfa66f7f5f1c5c01d4158a62c68;20000;;;;;;
US10032;Hồ Trương;01/11/2004;940955587;hotruong32@gmail.com;Số 124 Nguyễn Huệ, Quận 10, TP.HCM;04bee2d0f56e9ee63a2d51fb2c6474912e75dc7d27c8c194ccaea655c176b826;11000;;;;;;
US10033;Lý Lý Sinh Tiến;19/08/2005;998816203;lylysinhtien33@gmail.com;Số 177 Điện Biên Phủ, Quận 1, TP.HCM;c6b7b3f6fdd94b7828c178400a21e0b2d366b871a646e09688486cdfcb00d28b;15000;;;;;;
US10034;Trịnh Dung Hà Sa;17/10/1991;998814856;trinhdunghasa34@gmail.com;Số 138 Võ Văn Kiệt, Quận 1, TP.HCM;4d26a3b99f22197671a50c40835471c416e8f107f1ea235e1229f309908c70ad;5000;;;;;;
US10035;Mai Thanh Trung;25/02/1969;915700879;maithanhtrung35@gmail.com;Số 176 Hai Bà Trưng, Tân Bình, TP.HCM;c9d569c4e12079fff96193639c7abc80d866e31399fb3bc88965633c12f4bf51;9000;;;;;;
US10036;Nguyễn Phạm Hoàng Vinh;17/08/1972;952096195;nguyenphamhoangvinh36@gmail.com;Số 62 Lê Lợi, Gò Vấp, TP.HCM;d95352a85671e7f0600d891dc5b778316566a96a7460baff840ae19169041740;44000;;;;;;
US10037;Phạm Thị;17/12/1977;941220631;phamthi37@gmail.com;Số 130 Nguyễn Huệ, Quận 5, TP.HCM;bb35498fa0d8b971446cc7d234750d57f5a8067b0b028046d42d54427cd5052c;49000;;;;;;
US10038;Hoàng Phùng Trương;02/05/1987;959982026;hoangphungtruong38@gmail.com;Số 81 Lê Lợi, Phú Nhuận, TP.HCM;bea4cdca7c59c0b56ba781690549495fef07c923b0c536a105e9a4109e61b945;17000;;;;;;
US10039;Lâm Tiến Minh Tô;29/04/1970;936340537;lamtienminhto39@gmail.com;Số 164 Võ Văn Kiệt, Quận 1, TP.HCM;2bfa463a10ef1d81789e5165bb06e9044f2d3f8ffbf0cb60659e0fd6ac5dc421;27000;;;;;;
US10040;Lý Phạm;09/11/1977;972630496;lypham40@gmail.com;Số 114 Lê Lợi, Quận 1, TP.HCM;19da3c463ec37b0c20eb7989f84f7e7a990d69b2abc34333cb5ead48f35737b7;38000;;;;;;
US10041;Hà Nhàn Sơn Sơn;19/02/1981;966819736;hanhansonson41@gmail.com;Số 98 Nguyễn Huệ, Quận 3, TP.HCM;2e60087a1e80f5b7fb2bda3b09b56b8ad3cd8f466778135778471b38c4150ee8;40000;;;;;;
US10042;Tăng Phạm;31/05/1995;989768082;tangpham42@gmail.com;Số 81 Hai Bà Trưng, Quận 3, TP.HCM;55d588815c8a829f84a44e8f6abdb2108d0f443074a9a4decb367fda6883cad3;37000;;;;;;
US10043;Dương Hà Khoa Ngô;23/08/1992;969016054;duonghakhoango43@gmail.com;Số 94 Điện Biên Phủ, Bình Thạnh, TP.HCM;49427b3b45881564c0692a6ca5b498d1560f01474fdad1f8488fe8a47d23a35e;40000;;;;;;
US10044;Phùng Ngọc Kim;10/01/1992;985601764;phungngockim44@gmail.com;Số 173 Điện Biên Phủ, Gò Vấp, TP.HCM;ff18a9a1dd84ac45f08c385d75b6127420c045e65ad240764e1b8189e40b3986;24000;;;;;;
US10045;Tăng Hà Như;17/06/1990;929254849;tanghanhu45@gmail.com;Số 164 Võ Văn Kiệt, Quận 5, TP.HCM;4684addfe5fb616af72bdb4dbf12e7790ab5f8e7d168f68a37f17f375961eae1;10000;;;;;;
US10046;Nguyễn Trung Thắng Vũ;30/08/2002;942842284;nguyentrungthangvu46@gmail.com;Số 127 Hai Bà Trưng, Bình Thạnh, TP.HCM;0e4d680419d10e067f80be875299656fdbd72d187decb491fb570d8b89508d56;43000;;;;;;
US10047;Hồ Trương Trương Phong;09/05/1994;997593875;hotruongtruongphong47@gmail.com;Số 74 Lê Lợi, Quận 3, TP.HCM;614e96e51eef0eb7055b37c4e6c3088e54da8822e4ac878a50b3e75abed7e060;1000;;;;;;
US10048;Đoàn Phú Kha;22/07/1969;927253380;doanphukha48@gmail.com;Số 38 Võ Văn Kiệt, Quận 3, TP.HCM;49427b3b45881564c0692a6ca5b498d1560f01474fdad1f8488fe8a47d23a35e;33000;;;;;;
US10049;Đặng Nhàn Nhàn Tô;13/12/1966;964367827;dangnhannhanto49@gmail.com;Số 77 Điện Biên Phủ, Phú Nhuận, TP.HCM;6a419031d773957321767717b07b6db2dcaedccf1f0216416819c5c1b6979a69;28000;;;;;;
US10050;Vương Nhân Thanh;26/03/2001;977120175;vuongnhanthanh50@gmail.com;Số 90 Lê Lợi, Gò Vấp, TP.HCM;35b91f3b2fb348f7c0e059f2d85245f10535b9846978ec6e25906bb260408769;20000;;;;;;
US10051;Trần Dung;14/03/1969;962304779;trandung51@gmail.com;Số 94 Điện Biên Phủ, Phú Nhuận, TP.HCM;ebcc98744d6ca6b38e36bab5f7949f9786669adf0655bb91fbfde9fd780a8e12;35000;;;;;;
US10052;Nguyễn Lý Nhung;29/08/2000;919216081;nguyenlynhung52@gmail.com;Số 69 Lê Lợi, Quận 1, TP.HCM;49336e7dab5b511007fd17b038fa8be018a7d151ab23b5302fa909d3add55ba0;0;;;;;;
US10053;Hoàng Hòa Ngọc;14/11/1989;919707265;hoanghoangoc53@gmail.com;Số 43 Võ Văn Kiệt, Quận 5, TP.HCM;77cdf7b6e65b585dee5bb5a18a0d5b86e6f7b9078eea6f7503e2cc83ddac2fbb;39000;;;;;;
US10054;Lâm Phú;14/04/1994;913955891;lamphu54@gmail.com;Số 163 Võ Văn Kiệt, Quận 3, TP.HCM;7113b90c0bf23117a5c03bd51cf7037cd1f1b54ccbd3ad4f70b70224efd1f101;39000;;;;;;
US10055;Ngô Long Minh Phong;24/07/1971;998071874;ngolongminhphong55@gmail.com;Số 9 Lê Lợi, Quận 1, TP.HCM;8352a030c8b23f7e96913f3e893a703dbff874cd550bcb3d788fa83782ed5a6d;32000;;;;;;
US10056;Đào Phú Như;20/04/1982;933988843;daophunhu56@gmail.com;Số 19 Võ Văn Kiệt, Quận 10, TP.HCM;53a9804bd4ee9f0c895342bee64db2fb5f690e64fc73182b34ee33b77a6af1a4;33000;;;;;;
US10057;Ngô Long Vinh;28/02/1988;958837566;ngolongvinh57@gmail.com;Số 39 Lê Lợi, Quận 1, TP.HCM;9d34958307067c90477402c6b428edeafb2ee9c4cfd2b29ca136c22c2705d93b;46000;;;;;;
US10058;Trần Đinh Cường;11/07/1992;983332397;trandinhcuong58@gmail.com;Số 102 Điện Biên Phủ, Phú Nhuận, TP.HCM;6faf9aed8d914cae159a99f4155d8374fa391273fd3d1ea631bf4eaa94b829a3;18000;;;;;;
US10059;Phan Bửu;04/04/1975;993476647;phanbuu59@gmail.com;Số 134 Hai Bà Trưng, Quận 10, TP.HCM;e23ada963efdf802ebf3b27cd9a8d92dcf07e0abeb1704b1ca770fe70a76b85f;8000;;;;;;
US10060;Đinh Nhân Lê;23/01/1979;968454933;dinhnhanle60@gmail.com;Số 173 Nguyễn Huệ, Bình Thạnh, TP.HCM;1ec828d799c3946146605231a6df8fee4f0ad83c69491b67e7653093226b77ea;6000;;;;;;
US10061;Vương Trinh Nhung Quốc;21/01/1981;918687956;vuongtrinhnhungquoc61@gmail.com;Số 188 Võ Văn Kiệt, Bình Thạnh, TP.HCM;db065e3c5ed5ebaf826293583e4412ff5634662edb07f336fa89a8ad39c97e76;18000;;;;;;
US10062;Trương Kha Đỗ;20/11/2007;924925390;truongkhado62@gmail.com;Số 48 Hai Bà Trưng, Tân Bình, TP.HCM;1088268acb44ee2ec413c7dd598525d01cd5c7a66943f7081153436a0f9fc15a;26000;;;;;;
US10063;Đinh Văn;11/09/1984;918960766;dinhvan63@gmail.com;Số 31 Võ Văn Kiệt, Bình Thạnh, TP.HCM;015fd6d03da5385a602f78f14f1981c2ab5ddfd42e26e3cee3795f66bbcd7a15;16000;;;;;;
US10064;Ngô Long Thị Sinh;08/10/2000;987314370;ngolongthisinh64@gmail.com;Số 49 Điện Biên Phủ, Gò Vấp, TP.HCM;b679f0b357ccb5df025a5e527279a1c243388893c1a620866ea0fa640fa5d49d;8000;;;;;;
US10065;Đào Hải;12/10/1966;982187914;daohai65@gmail.com;Số 30 Lê Lợi, Quận 5, TP.HCM;c3ba1867990dd5cb6989f9fbc586e573363c537939dd544b040a95ba50f7b559;43000;;;;;;
US10066;Hoàng Quốc Thủy Sơn;12/04/1993;945760040;hoangquocthuyson66@gmail.com;Số 88 Võ Văn Kiệt, Gò Vấp, TP.HCM;732c0c3c2b0cc0a1693a0e3159de6eeaca9a69002c101279aee00f94063ba0a7;9000;;;;;;
US10067;Phùng Dương Trinh Nhung;17/01/1980;965885636;phungduongtrinhnhung67@gmail.com;Số 123 Lê Lợi, Gò Vấp, TP.HCM;58b0afb3f97b209fbcc9019cf9f5222e1579c7284669fe1cce906d987aa56015;45000;;;;;;
US10068;Tăng Hiền;03/10/2003;925607735;tanghien68@gmail.com;Số 55 Điện Biên Phủ, Bình Thạnh, TP.HCM;78a5327370a1e1425cb07d7200dc9dd8a029742657a9cf17952f4dabc095b380;14000;;;;;;
US10069;Hà Tăng;14/02/1972;927345500;hatang69@gmail.com;Số 172 Điện Biên Phủ, Phú Nhuận, TP.HCM;666b7edd7ef72f2d465598dcce3d11e6305d753925b4945ac1af9e3e4d85196a;11000;;;;;;
US10070;Mai Khoa Thi Tâm;23/12/2002;911043455;maikhoathitam70@gmail.com;Số 134 Hai Bà Trưng, Quận 5, TP.HCM;f0cfc5cc2336a84104ed349ab4fcc9a4eb077bb3c542dbd3a3f6f1e28ebb4297;11000;;;;;;
US10071;Đinh Tú Nhân Thủy;15/11/1975;996438067;dinhtunhanthuy71@gmail.com;Số 65 Hai Bà Trưng, Quận 3, TP.HCM;8aa9919c052c19cbccaec4ff4e38d33473b7781f50442e250f70e248ee329aa8;18000;;;;;;
US10072;Hà Sơn Tú;02/11/1977;966039450;hasontu72@gmail.com;Số 34 Nguyễn Huệ, Quận 5, TP.HCM;9c37a0006d54a82d9cf6a9f3e8c659f9eb2f2d8b575cd7f189f104c74a312c28;16000;;;;;;
US10073;Lý Thắm Hà;12/09/1971;945841196;lythamha73@gmail.com;Số 48 Lê Lợi, Tân Bình, TP.HCM;5d28b7ab31cca47e1b7bcc7db867520eb19331fab70d34e5cd31aef780b58e91;33000;;;;;;
US10074;Nguyễn Dương Phan Hiền;30/05/2006;954319232;nguyenduongphanhien74@gmail.com;Số 23 Hai Bà Trưng, Quận 5, TP.HCM;6faf9aed8d914cae159a99f4155d8374fa391273fd3d1ea631bf4eaa94b829a3;16000;;;;;;
US10075;Đinh Trương Sơn Lý;08/10/1971;987883021;dinhtruongsonly75@gmail.com;Số 27 Lê Lợi, Quận 5, TP.HCM;8e7ad1899980a918d7ffe5425df30e05f30613e96e033051ecfbff5f7579ac71;36000;;;;;;
US10076;Trần Tô Như Sa;27/04/1995;910848887;trantonhusa76@gmail.com;Số 30 Võ Văn Kiệt, Quận 3, TP.HCM;5d31590accb18760c4b58f5cd1f930edd50d089e172414947eb4d426190c5ca6;3000;;;;;;
US10077;Đoàn Triệu Phạm;12/10/1997;916581728;doantrieupham77@gmail.com;Số 67 Điện Biên Phủ, Gò Vấp, TP.HCM;36966de43dc4735de4d77664cb1f3d96f588188fce6750401544818158b0d95b;37000;;;;;;
US10078;Tăng Lâm;16/10/1994;918543609;tanglam78@gmail.com;Số 80 Lê Lợi, Tân Bình, TP.HCM;cea9c6b678d8a0637ff177b1a96af82e92818a19a73df3ae516578c4847546da;11000;;;;;;
US10079;Hoàng Kim Ngô;09/07/1971;941394719;hoangkimngo79@gmail.com;Số 101 Hai Bà Trưng, Phú Nhuận, TP.HCM;d557da15d1472e643463940d207a5efd8eb16c1fb492dacabe009883bc534014;31000;;;;;;
US10080;Đặng Sơn Trịnh Nhân;19/04/1971;921975781;dangsontrinhnhan80@gmail.com;Số 96 Điện Biên Phủ, Phú Nhuận, TP.HCM;5df46458c3d69d1351a6a668290fc239241e7fe85f859b293f76152dfa58ffa3;40000;;;;;;
US10081;Trương Trung Trương Trinh;09/06/2006;920134356;truongtrungtruongtrinh81@gmail.com;Số 65 Hai Bà Trưng, Quận 5, TP.HCM;da2537fa6fc8d006a825fabfcff2c4644dd03b5daacf3d67b9dd9ca00af4148c;11000;;;;;;
US10082;Phan Đức Nhân Tuân;02/06/2007;988639655;phanducnhantuan82@gmail.com;Số 103 Điện Biên Phủ, Phú Nhuận, TP.HCM;2e16e4fcf8035889184b11b66e93ec571e47efedc82361e36a7654d2d848bd3c;19000;;;;;;
US10083;Trương Thu Trần;13/11/1977;935318824;truongthutran83@gmail.com;Số 68 Hai Bà Trưng, Phú Nhuận, TP.HCM;35b91f3b2fb348f7c0e059f2d85245f10535b9846978ec6e25906bb260408769;8000;;;;;;
US10084;Trịnh Loan Sơn Sinh;10/01/2003;911667526;trinhloansonsinh84@gmail.com;Số 81 Điện Biên Phủ, Bình Thạnh, TP.HCM;73a5c68d90b3f13e6b199a1a5cc8d5f584d3ef5717ca5fe0f18abfe6c9423113;36000;;;;;;
US10085;Trịnh Hữu Dương Hữu;01/02/1986;942365119;trinhhuuduonghuu85@gmail.com;Số 19 Lê Lợi, Bình Thạnh, TP.HCM;60daea30ec8c565943632fd779c66471c392ef478663f2099f84b8d676e5e850;26000;;;;;;
US10086;Lâm Hoàng Lý;23/10/2001;973710200;lamhoangly86@gmail.com;Số 22 Võ Văn Kiệt, Quận 3, TP.HCM;dfadb0a283cf3048be9adc6e435255aa9dfeb437b3b6ed34d1fad850e1409d3a;49000;;;;;;
US10087;Dương Nam Dung Hoàng;19/12/2002;979741153;duongnamdunghoang87@gmail.com;Số 104 Võ Văn Kiệt, Phú Nhuận, TP.HCM;3542a21426a6864a92a9b8c2f3d237f398f30efe65880254505c1cb20c53b2be;42000;;;;;;
US10088;Đào Vương Dương Đinh;14/10/1992;969067508;daovuongduongdinh88@gmail.com;Số 100 Nguyễn Huệ, Phú Nhuận, TP.HCM;3d7355cf7a2f9ca30e8da8ffb6b17ac1f4c0190de7e5a7b399410ba7a94f361a;18000;;;;;;
US10089;Đinh Nhân Trung;18/03/1982;980326187;dinhnhantrung89@gmail.com;Số 145 Lê Lợi, Bình Thạnh, TP.HCM;6a419031d773957321767717b07b6db2dcaedccf1f0216416819c5c1b6979a69;37000;;;;;;
US10090;Nguyễn Dương Tăng Phùng;24/02/1997;918022191;nguyenduongtangphung90@gmail.com;Số 152 Nguyễn Huệ, Quận 10, TP.HCM;da5c6b0c5b3c7a0749566a941873ff95e0d67ed3433fff173bf3b2e50d816fde;8000;;;;;;
US10091;Vương Tú Bửu Thi;25/11/2001;997419643;vuongtubuuthi91@gmail.com;Số 90 Võ Văn Kiệt, Bình Thạnh, TP.HCM;61baec758cf79e540612ca42336402053c60fda307d73df940ff6afac37fe021;4000;;;;;;
US10092;Hà Thu Trương Trương;07/03/1974;921412120;hathutruongtruong92@gmail.com;Số 99 Võ Văn Kiệt, Bình Thạnh, TP.HCM;ea386ee2b3074860f99df9a0e116cb9ec6853cc44611cc9e5d9b38b9fbee87e8;46000;;;;;;
US10093;Hoàng Lê Vương Tuân;09/01/1975;958322664;hoanglevuongtuan93@gmail.com;Số 4 Hai Bà Trưng, Tân Bình, TP.HCM;49336e7dab5b511007fd17b038fa8be018a7d151ab23b5302fa909d3add55ba0;41000;;;;;;
US10094;Lâm Hiền;16/12/1977;961925602;lamhien94@gmail.com;Số 2 Điện Biên Phủ, Quận 5, TP.HCM;330c9d16fb080c307e4b3dc49fa788a7bceab6e6d3cdc4d88c860706fee1cffd;47000;;;;;;
US10095;Nguyễn Quốc Trương Vương;03/11/1988;973908658;nguyenquoctruongvuong95@gmail.com;Số 199 Hai Bà Trưng, Quận 10, TP.HCM;4d26a3b99f22197671a50c40835471c416e8f107f1ea235e1229f309908c70ad;12000;;;;;;
US10096;Lê Thu Phùng Ngọc;06/05/1966;986347129;lethuphungngoc96@gmail.com;Số 111 Lê Lợi, Quận 1, TP.HCM;7d347a9520e6cc4e74bb1964a7e35b618abb7710eb2d3911e509f71c460594c7;11000;;;;;;
US10097;Tô Bửu;16/02/1978;992919672;tobuu97@gmail.com;Số 99 Võ Văn Kiệt, Quận 5, TP.HCM;2fe7dea80b48e4222e17998aea84abaf9205766f995e6c7cee5ed472f56fcfaf;15000;;;;;;
US10098;Đặng Mai;28/09/2007;967103710;dangmai98@gmail.com;Số 76 Võ Văn Kiệt, Quận 10, TP.HCM;b2bef22d24d10b1de14e524deb96d6e47fb2fa9351f7869cbb82703b40836347;44000;;;;;;
US10099;Nguyễn Khang;26/06/1989;966184605;nguyenkhang99@gmail.com;Số 20 Lê Lợi, Quận 3, TP.HCM;8144c91a5232cc2c96f4298156d315ebed8af5200e08c22a45e79bc2c7af9260;6000;;;;;;
US10100;Bùi Hà Kim Hiền;21/11/1992;927068319;buihakimhien100@gmail.com;Số 14 Nguyễn Huệ, Tân Bình, TP.HCM;d65270ebdac1fa560aaf83c07d077b9d17a20ba1993e0be39ad9b89efb783775;42000;;;;;;
US10101;Đặng Quốc;23/06/2003;999095610;dangquoc101@gmail.com;Số 91 Hai Bà Trưng, Bình Thạnh, TP.HCM;610fea2f6a19806cdd4a5261b2d3479d6e5d29f1bd755caebc9634b5f4d2a700;21000;;;;;;
US10102;Dương Tiến Tâm;03/04/1978;929283126;duongtientam102@gmail.com;Số 158 Nguyễn Huệ, Quận 10, TP.HCM;e687514a016f3c168edb9b0c51ef49028ae53b8b8b2147fb521fbc63ea2f2129;28000;;;;;;
US10103;Ngô Tăng;11/02/1981;965022142;ngotang103@gmail.com;Số 57 Lê Lợi, Quận 1, TP.HCM;dbbd53825f8cef8e7c2260c832ddc780b00d4c05acda7b99d3299f16425a5f12;29000;;;;;;
US10104;Phan Khang;05/06/1985;989267824;phankhang104@gmail.com;Số 147 Võ Văn Kiệt, Quận 1, TP.HCM;132afe5197ca03f19d733329546792ae3bd7b044714ac35062ab9f0c83900dd3;32000;;;;;;
US10105;Trần Ngọc Ngô Bửu;06/03/1991;953125445;tranngocngobuu105@gmail.com;Số 78 Nguyễn Huệ, Quận 3, TP.HCM;8397b514347fa966f2ace3b06fef416ca92c241b8241f8ed386911f9324821e5;3000;;;;;;
US10106;Nguyễn Hoàng Hà Mai;13/05/1996;969518469;nguyenhoanghamai106@gmail.com;Số 52 Võ Văn Kiệt, Phú Nhuận, TP.HCM;d65270ebdac1fa560aaf83c07d077b9d17a20ba1993e0be39ad9b89efb783775;37000;;;;;;
US10107;Bùi Mai;21/06/1991;928632425;buimai107@gmail.com;Số 143 Võ Văn Kiệt, Quận 3, TP.HCM;09e3a5714954e0d82824e901d0ba771b3c820fb4522357682d078f375eee87df;19000;;;;;;
US10108;Vũ Khoa Tuân Trinh;20/03/2000;991004281;vukhoatuantrinh108@gmail.com;Số 123 Võ Văn Kiệt, Quận 3, TP.HCM;3542a21426a6864a92a9b8c2f3d237f398f30efe65880254505c1cb20c53b2be;36000;;;;;;
US10109;Hà Phùng Dương Trịnh;01/08/2003;982691009;haphungduongtrinh109@gmail.com;Số 21 Võ Văn Kiệt, Phú Nhuận, TP.HCM;176d8a8074c62093786883f6c4cb4988a4f6a760ced5219ab8bb1e5b600af8cb;5000;;;;;;
US10110;Đặng Trương Hoàng Hoàng;03/07/2003;933618100;dangtruonghoanghoang110@gmail.com;Số 11 Hai Bà Trưng, Quận 5, TP.HCM;d46776d800084cb6db587d1f42e8f46416d8e580cff43ecc78b7d453a1b5fd5f;18000;;;;;;
US10111;Nguyễn Dương Kha Trung;15/05/1979;979705622;nguyenduongkhatrung111@gmail.com;Số 58 Nguyễn Huệ, Quận 3, TP.HCM;3cb86792446bade5973cb37a195ec431a430ab49afe9dc8e5039b16bfffeae02;17000;;;;;;
